,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_lmt,attack_cat,Label,sIPtype,dIPtype
1617350,tcp,FIN,0.014985,2542,23154,31,29,7,14,-,1323456.8,12067001.0,40,42,255,255,4023580865,1878494623,64,551,0,0,23.32645,22.60332,0.375179,0.351366,0.000694,0.000569,0.000125,0,0,0.0,0,0,2,4,4,3,1,1,1,normal,0,ext,ext
1143133,tcp,FIN,1.004669,1580,10168,31,29,3,5,http,11538.129,76474.945,12,18,255,255,1801008942,1802030798,132,565,1,3924,9528.596,0.0,91.30273,59.068,0.000636,0.00051,0.000126,0,0,1.0,0,0,2,2,2,3,1,1,2,normal,0,ext,ext
1190683,tcp,FIN,0.006052,8928,320,31,29,4,1,ftp-data,10959683.0,352941.2,14,6,255,255,430430088,446150935,638,53,0,0,25.035097,1.897552,0.465538,1.089,0.000624,0.000488,0.000136,0,0,0.0,0,0,3,3,6,9,1,1,4,normal,0,ext,ext
555939,tcp,FIN,1.023958,1684,10168,31,29,3,5,http,12219.252,75034.33,14,18,255,255,3230202864,1085875910,120,565,1,0,8781.403,7692.1123,78.73823,60.190765,0.000867,0.000711,0.000156,0,0,1.0,0,0,1,2,4,4,1,1,1,normal,0,ext,ext
1675117,tcp,FIN,0.018893,2542,20972,31,29,7,14,-,1049701.0,8669031.0,40,42,255,255,3279644659,1130353860,64,499,0,0,48.17711,46.750336,0.476026,0.445951,0.000743,0.0006,0.000143,0,0,0.0,0,0,5,6,1,4,1,1,1,normal,0,ext,ext
478143,tcp,FIN,0.01163,2230,13358,31,29,7,11,-,1489252.0,8933448.0,34,36,255,255,2093887536,4243862753,66,371,0,0,23.298002,21.12125,0.341788,0.3108,0.000896,0.000742,0.000154,0,0,0.0,0,0,9,3,2,2,1,1,1,normal,0,ext,ext
1741656,udp,CON,0.004752,568,312,31,29,0,0,-,717171.75,393939.4,4,4,0,0,0,0,142,78,0,0,1.724163,1.493881,1.224667,1.063333,0.0,0.0,0.0,0,0,0.0,0,0,8,5,5,6,1,1,3,normal,0,ext,ext
1944528,tcp,FIN,0.027877,2974,34222,31,29,7,18,-,835958.0,9624565.0,48,50,255,255,866998356,3026504387,62,684,0,0,0.0,33.810352,0.586553,0.557184,0.000689,0.000572,0.000117,0,0,0.0,0,0,5,4,2,1,1,1,1,normal,0,ext,ext
834381,tcp,FIN,0.00444,1470,1728,31,29,5,4,-,2529729.8,2891892.0,22,14,255,255,3961791369,3962110753,67,123,0,0,13.159201,0.381258,0.211429,0.283,0.000763,0.000628,0.000135,0,0,0.0,0,0,4,9,6,2,2,1,2,normal,0,ext,ext
1800300,udp,CON,0.001007,146,178,31,29,0,0,dns,579940.44,707050.7,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.009,0.005,0.0,0.0,0.0,0,0,0.0,0,0,2,1,2,1,1,1,2,normal,0,ext,ext
1126222,udp,CON,0.001067,130,162,31,29,0,0,dns,487347.72,607310.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.008,0.008,0.0,0.0,0.0,0,0,0.0,0,0,2,3,1,4,2,1,2,normal,0,ext,ext
978624,udp,CON,0.001101,146,178,31,29,0,0,dns,530426.9,646684.8,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.012,0.008,0.0,0.0,0.0,0,0,0.0,0,0,1,4,2,4,1,1,1,normal,0,ext,ext
184803,tcp,FIN,0.061983,4238,65222,31,29,7,30,-,539502.75,8307310.0,72,76,255,255,3882414574,3890519417,59,858,0,0,54.667904,53.201035,0.868493,0.8198,0.000625,0.000483,0.000142,0,0,0.0,0,0,8,4,1,4,1,1,1,normal,0,ext,ext
493782,udp,CON,0.001918,536,304,31,29,0,0,-,1676746.6,950990.56,4,4,0,0,0,0,134,76,0,0,0.698387,0.370532,0.499333,0.268,0.0,0.0,0.0,0,0,0.0,0,0,14,5,3,3,1,1,2,normal,0,ext,ext
1344973,tcp,FIN,0.078978,5486,95560,31,29,7,42,-,549925.25,9580896.0,96,98,255,255,588225468,2757922275,57,975,0,0,49.42203,47.51161,0.845796,0.807505,0.000809,0.000643,0.000166,0,0,0.0,0,0,3,2,2,5,1,1,1,normal,0,ext,ext
417048,tcp,FIN,0.112721,3926,56022,31,29,7,27,-,274447.53,3917566.2,66,68,255,255,1260187718,1299613110,59,824,0,0,94.25425,92.82442,1.729292,1.674284,0.000667,0.000537,0.00013,0,0,0.0,0,0,5,9,6,5,1,1,1,normal,0,ext,ext
1483798,tcp,FIN,0.011111,2438,20826,31,29,7,13,-,1709297.1,14620467.0,38,40,255,255,3889187260,3904894587,64,521,0,0,17.515211,16.294527,0.291622,0.266077,0.000876,0.000731,0.000145,0,0,0.0,0,0,5,9,2,2,1,1,1,normal,0,ext,ext
1980496,tcp,FIN,0.046282,320,1908,31,29,1,2,ftp-data,46151.85,288665.12,6,8,255,255,2490607722,2507418127,53,239,0,0,640.6808,15.707621,9.1918,6.535429,0.000644,0.000531,0.000113,0,0,0.0,0,0,3,3,6,4,1,1,3,normal,0,ext,ext
652394,udp,CON,0.001055,146,178,31,29,0,0,dns,553554.5,674881.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.01,0.0,0.0,0.0,0,0,0.0,0,0,3,3,5,1,1,1,1,normal,0,ext,ext
1464704,tcp,FIN,0.022935,3302,37226,31,29,7,21,-,1130499.2,12753260.0,54,56,255,255,33047052,2189528681,61,665,0,0,0.0,23.471233,0.431769,0.415704,0.000596,0.000485,0.000111,0,0,0.0,0,0,2,3,1,2,1,1,1,normal,0,ext,ext
160405,udp,CON,0.001218,130,162,31,29,0,0,-,426929.4,532019.75,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,9,6,3,7,1,1,1,normal,0,ext,ext
331206,tcp,FIN,0.006376,1958,2308,31,29,6,6,-,2345043.8,2775407.8,22,24,255,255,3516834636,1371730057,89,96,0,0,16.646381,15.815468,0.286143,0.253522,0.000929,0.000534,0.000395,0,0,0.0,0,0,7,8,2,1,1,1,1,normal,0,ext,ext
775649,tcp,FIN,0.038375,7824,15576,31,29,30,32,-,1617719.8,3221472.2,122,126,255,255,3870937040,3868188307,64,124,0,0,20.172743,17.821095,0.313785,0.302936,0.00064,0.000507,0.000133,0,0,0.0,0,0,8,12,5,2,1,1,1,normal,0,ext,ext
1779948,tcp,FIN,0.033674,4550,69850,31,29,7,33,-,1067173.4,16387004.0,78,80,255,255,3655072497,1509985596,58,873,0,0,23.03261,21.856117,0.432442,0.424449,0.000684,0.000559,0.000125,0,0,0.0,0,0,2,6,3,2,1,1,1,normal,0,ext,ext
77797,tcp,FIN,0.4103,998,268,254,252,2,1,http,17528.639,4367.536,10,6,255,255,791905634,1477044520,100,45,0,0,1845.722,96.04389,36.232334,74.8408,0.097686,0.036092,0.061594,0,1,0.0,0,0,1,1,1,2,1,1,1,Exploits,1,ext,ext
847730,tcp,FIN,0.011428,424,8824,31,29,1,4,ftp-data,259712.97,5662583.0,8,12,255,255,1979865747,1987023677,53,735,0,0,117.25121,62.30305,1.586429,0.987727,0.000717,0.000559,0.000158,0,0,0.0,0,0,3,3,10,7,1,1,4,normal,0,ext,ext
679254,tcp,FIN,0.015014,2438,20006,31,29,7,13,-,1264952.8,10393499.0,38,40,255,255,3221115439,1071826352,64,500,0,0,24.717314,23.264313,0.395919,0.369692,0.000744,0.000586,0.000158,0,0,0.0,0,0,7,10,2,4,1,1,1,normal,0,ext,ext
1080624,udp,CON,0.001114,146,178,31,29,0,0,dns,524237.0,639138.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.008,0.004,0.0,0.0,0.0,0,0,0.0,0,0,3,4,8,3,1,1,2,normal,0,ext,ext
419648,tcp,FIN,0.92182,7812,14870,31,29,30,32,-,67240.89,128025.0,122,126,255,255,3970032016,3971082731,64,118,0,0,489.70242,490.1295,7.615388,7.370248,0.000663,0.000534,0.000129,0,0,0.0,0,0,9,28,28,9,5,5,5,normal,0,ext,ext
1472709,tcp,FIN,0.820768,7816,15212,31,29,30,32,-,75558.5,147101.25,122,126,255,255,3521483592,3522440479,64,121,0,0,433.80563,429.99252,6.836883,6.614919,0.00063,0.000516,0.000114,0,0,0.0,0,0,2,2,2,4,1,1,1,normal,0,ext,ext
288222,tcp,FIN,0.033258,37262,3380,31,29,18,8,smtp,8790908.0,793794.0,52,42,255,255,1677134906,3827754311,717,80,0,0,46.53066,1.79099,0.644176,0.797537,0.000712,0.000555,0.000157,0,0,0.0,0,0,1,2,4,3,1,1,1,normal,0,ext,ext
1045817,tcp,FIN,0.019854,2958,32642,31,29,7,18,-,1167321.5,12890098.0,48,50,255,255,436126792,2596792314,62,653,0,0,0.0,23.499088,0.415085,0.412255,0.000591,0.000475,0.000116,0,0,0.0,0,0,7,12,6,4,1,1,2,normal,0,ext,ext
1445685,tcp,FIN,0.004021,1036,2262,31,29,4,4,-,1890077.0,4126336.5,12,12,255,255,1967190270,4117028730,86,189,0,0,17.080776,0.378025,0.334909,0.315636,0.000663,0.000545,0.000118,0,0,0.0,0,0,6,3,2,2,1,1,2,normal,0,ext,ext
1745965,udp,INT,2e-06,104,0,254,0,0,0,-,208000000.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0,2,0.0,0,0,6,2,2,4,4,1,2,normal,0,ext,ext
1814224,tcp,FIN,0.003017,320,1942,31,29,1,2,ftp-data,707988.06,4507789.5,6,8,255,255,2052996511,4206252846,53,243,0,0,29.713467,0.559987,0.5256,0.362857,0.000601,0.000471,0.00013,0,0,0.0,0,0,1,1,5,2,1,1,1,normal,0,ext,ext
1141348,udp,CON,0.001118,146,178,31,29,0,0,dns,522361.34,636851.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.008,0.007,0.0,0.0,0.0,0,0,0.0,0,0,1,4,2,2,1,1,1,normal,0,ext,ext
1922906,udp,CON,0.239184,544,304,31,29,0,0,-,13646.397,7625.9277,4,4,0,0,0,0,136,76,0,0,40.06632,90.498825,28.334665,64.000336,0.0,0.0,0.0,0,0,0.0,0,0,9,4,3,6,1,1,5,normal,0,ext,ext
122788,tcp,FIN,0.053891,3390,41676,31,29,7,22,-,494331.16,6080125.0,56,58,255,255,648412196,654162490,61,719,0,0,0.0,60.41882,0.974273,0.952679,0.000682,0.000537,0.000145,0,0,0.0,0,0,11,12,4,2,1,1,1,normal,0,ext,ext
1862010,tcp,FIN,0.021708,37366,3380,31,29,18,8,smtp,13505804.0,1216141.5,52,42,255,255,571563227,2722087725,719,80,0,0,22.445915,0.881583,0.418941,0.514732,0.000745,0.000601,0.000144,0,0,0.0,0,0,1,1,1,3,1,1,1,normal,0,ext,ext
720699,tcp,FIN,0.980914,24240,29348,31,29,54,67,ssh,196828.67,238332.83,228,234,255,255,762488759,762799026,106,125,0,0,351.17703,348.22665,4.321207,4.206605,0.000787,0.000627,0.00016,0,0,0.0,0,0,1,2,2,7,1,1,1,normal,0,ext,ext
554297,tcp,FIN,0.042918,3614,46932,31,29,7,24,-,662472.6,8607298.0,60,62,255,255,294486412,2444304367,60,757,0,0,42.849556,41.16346,0.722051,0.69523,0.000659,0.000502,0.000157,0,0,0.0,0,0,2,3,4,3,1,1,2,normal,0,ext,ext
915426,tcp,FIN,0.503831,37206,3276,31,29,18,8,smtp,579416.5,50731.293,52,40,255,255,2827123502,766184716,716,82,0,0,896.75244,30.134796,9.871412,12.904462,0.000686,0.000552,0.000134,0,0,0.0,0,0,2,2,5,1,1,1,1,normal,0,ext,ext
319018,udp,CON,0.001043,130,162,31,29,0,0,dns,498561.84,621284.75,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.008,0.006,0.0,0.0,0.0,0,0,0.0,0,0,2,3,2,2,1,1,1,normal,0,ext,ext
1458015,tcp,FIN,0.050001,8928,320,31,29,4,1,ftp-data,1326533.5,42719.145,14,6,255,255,3731519841,2142916763,638,53,0,0,402.5656,21.353012,3.846231,12.3325,0.000663,0.000527,0.000136,0,0,0.0,0,0,1,1,1,1,1,1,1,normal,0,ext,ext
756897,tcp,FIN,0.00587,2048,2410,31,29,6,7,-,2675298.2,3159114.2,24,26,255,255,9814471,2159693277,85,93,0,0,14.38727,0.0,0.239826,0.21008,0.000761,0.000607,0.000154,0,0,0.0,0,0,8,12,3,9,3,2,3,normal,0,ext,ext
225622,udp,CON,0.001155,146,178,31,29,0,0,dns,505627.72,616450.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0,0,4,4,2,5,3,1,1,normal,0,ext,ext
1526976,tcp,FIN,0.041885,3806,55844,31,29,7,26,-,715673.9,10504572.0,64,66,255,255,2708581903,559303108,59,846,0,0,40.905666,39.920013,0.659381,0.635646,0.000692,0.000559,0.000133,0,0,0.0,0,0,2,5,2,2,1,1,1,normal,0,ext,ext
679127,udp,CON,0.00106,146,178,31,29,0,0,dns,550943.4,671698.06,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,4,1,5,2,1,1,1,normal,0,ext,ext
20819,udp,CON,0.001735,520,304,31,29,0,0,-,1798270.9,1051296.8,4,4,0,0,0,0,130,76,0,0,0.616597,0.309008,0.44,0.222,0.0,0.0,0.0,0,0,0.0,0,0,6,13,2,2,1,1,2,normal,0,ext,ext
704265,udp,CON,0.001099,146,178,31,29,0,0,dns,531392.2,647861.7,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0,0,1,1,3,1,1,1,1,normal,0,ext,ext
1937718,tcp,FIN,0.206823,5928,8010,31,29,14,17,ssh,225622.88,304492.25,62,58,255,255,1145558267,3295446982,96,138,0,0,259.0346,270.9972,3.44705,3.680536,0.000713,0.000588,0.000125,0,0,0.0,0,0,2,1,1,3,2,1,1,normal,0,ext,ext
1169071,tcp,FIN,0.423794,998,720,254,252,3,2,-,17272.543,11892.57,12,8,255,255,929755550,2001206000,83,90,0,0,1978.8828,68.24079,36.56909,53.479286,0.085951,0.049436,0.036515,0,1,0.0,0,0,9,9,3,3,2,1,10,Fuzzers,1,ext,ext
830724,tcp,FIN,0.469113,37292,3068,31,29,18,8,smtp,623730.3,50870.473,52,36,255,255,2241848180,97442690,717,85,0,0,1081.9615,39.601227,9.19149,13.387286,0.000706,0.000554,0.000152,0,0,0.0,0,0,1,1,2,3,1,1,1,normal,0,ext,ext
815676,tcp,FIN,0.03428,7810,16218,31,29,30,32,-,1807701.4,3754959.2,122,126,255,255,1668420641,3819086013,64,129,0,0,19.13933,0.420874,0.287432,0.269928,0.000707,0.000535,0.000172,0,0,0.0,0,0,3,9,3,4,1,1,3,normal,0,ext,ext
854476,udp,CON,0.001069,146,178,31,29,0,0,dns,546304.94,666043.06,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.002,0.0,0.0,0.0,0,0,0.0,0,0,2,1,2,6,1,1,2,normal,0,ext,ext
1078338,tcp,FIN,1.005808,1684,10168,31,29,3,5,http,12439.75,76388.336,14,18,255,255,339692644,2490242104,120,565,1,3924,8765.722,7674.523,77.34161,59.138176,0.000585,0.000456,0.000129,0,0,1.0,0,0,1,3,5,1,1,1,3,normal,0,ext,ext
1473157,tcp,FIN,0.227109,424,8824,31,29,1,4,ftp-data,13068.614,284938.06,8,12,255,255,174490020,2432708780,53,735,0,0,2163.3574,1698.7882,32.396427,20.598545,0.000651,0.00052,0.000131,0,0,0.0,0,0,1,1,3,2,1,1,2,normal,0,ext,ext
1061741,udp,CON,0.024089,118,198,254,60,0,0,dns,19594.006,32878.08,2,2,0,0,0,0,59,99,0,0,0.0,0.0,0.01,0.002,0.0,0.0,0.0,0,0,0.0,0,0,2,2,2,2,2,2,3,Exploits,1,ext,ext
726727,udp,CON,0.001067,146,178,31,29,0,0,dns,547329.0,667291.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.002,0.005,0.0,0.0,0.0,0,0,0.0,0,0,4,2,1,1,1,1,1,normal,0,ext,ext
352665,udp,CON,0.001079,130,162,31,29,0,0,dns,481927.72,600556.1,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,4,4,2,8,3,1,1,normal,0,ext,ext
1411364,udp,CON,0.001753,528,304,31,29,0,0,-,1807187.8,1040502.0,4,4,0,0,0,0,132,76,0,0,0.636867,0.303827,0.454333,0.219333,0.0,0.0,0.0,0,0,0.0,0,0,6,10,4,3,1,1,6,normal,0,ext,ext
1353161,tcp,FIN,0.023865,2766,28892,31,29,7,16,-,906432.06,9474628.0,44,46,255,255,3124405270,3124664016,63,628,0,0,35.500988,34.756863,0.54793,0.529591,0.000693,0.000551,0.000142,0,0,0.0,0,0,5,6,2,2,1,1,6,normal,0,ext,ext
246241,tcp,FIN,0.013477,4152,2456,31,29,7,7,-,2328114.5,1377161.0,18,18,255,255,4122456531,4124266164,231,136,0,0,44.791504,0.954019,0.772941,0.633118,0.00454,0.002713,0.001827,0,0,0.0,0,0,7,6,7,5,1,1,3,normal,0,ext,ext
555760,tcp,FIN,1.315911,1684,10168,31,29,3,5,http,9508.241,58386.926,14,18,255,255,1947273183,4098479469,120,565,1,3924,10073.356,8605.98,101.196304,77.37535,0.000688,0.000522,0.000166,0,0,1.0,0,0,1,1,3,1,1,1,1,normal,0,ext,ext
191091,tcp,FIN,0.359426,424,8824,31,29,1,4,ftp-data,8257.611,180042.62,8,12,255,255,3036239601,1247875195,53,735,0,0,3045.6267,2420.4204,51.302002,32.622,0.000709,0.00058,0.000129,0,0,0.0,0,0,4,4,2,6,1,1,1,normal,0,ext,ext
1747727,tcp,FIN,0.12185,2542,22128,31,29,7,14,-,162757.48,1418268.4,40,42,255,255,3239121372,1094013457,64,527,0,0,158.29626,155.39615,3.116462,2.959341,0.000618,0.000505,0.000113,0,0,0.0,0,0,5,1,2,5,1,1,1,normal,0,ext,ext
1996931,tcp,FIN,0.011013,2438,19414,31,29,7,13,-,1724507.4,13750295.0,38,40,255,255,2725995481,2722126585,64,485,0,0,16.382574,15.260458,0.294,0.265564,0.000789,0.000647,0.000142,0,0,0.0,0,0,2,3,3,2,1,1,1,normal,0,ext,ext
1007077,tcp,FIN,0.096856,3598,47402,31,29,7,24,-,292310.25,3852151.8,60,62,255,255,3407234139,1400204728,60,765,0,0,88.49498,87.85739,1.63461,1.579016,0.000667,0.000532,0.000135,0,0,0.0,0,0,13,6,4,3,1,1,1,normal,0,ext,ext
1137991,tcp,FIN,0.005263,4312,2456,31,29,7,7,-,6191146.0,3526506.0,18,18,255,255,2519740338,2518639466,240,136,0,0,15.686626,0.439307,0.291647,0.278294,0.000666,0.000528,0.000138,0,0,0.0,0,0,7,6,4,2,1,1,2,normal,0,ext,ext
1592411,udp,CON,0.001013,146,178,31,29,0,0,dns,576505.44,702862.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.002,0.007,0.0,0.0,0.0,0,0,0.0,0,0,2,5,3,2,1,1,2,normal,0,ext,ext
1482593,tcp,FIN,0.003998,528,8824,31,29,1,4,ftp-data,952476.2,16186092.0,10,12,255,255,2603189075,2606070677,53,735,0,0,32.07951,20.129799,0.403778,0.319727,0.00063,0.000478,0.000152,0,0,0.0,0,0,1,3,2,4,1,1,2,normal,0,ext,ext
1180735,udp,CON,0.000953,130,162,31,29,0,0,dns,545645.3,679958.06,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.001,0.005,0.0,0.0,0.0,0,0,0.0,0,0,3,2,2,3,1,1,1,normal,0,ext,ext
1033926,udp,CON,0.001126,146,178,31,29,0,0,dns,518650.1,632326.8,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.009,0.004,0.0,0.0,0.0,0,0,0.0,0,0,2,2,1,1,1,1,2,normal,0,ext,ext
936063,tcp,FIN,0.036576,7816,14952,31,29,30,32,-,1695538.1,3244532.0,122,126,255,255,2811571390,2816831294,64,119,0,0,20.558447,18.332464,0.299355,0.28804,0.000718,0.000566,0.000152,0,0,0.0,0,0,5,3,1,3,1,1,1,normal,0,ext,ext
230855,tcp,FIN,0.024894,3302,37798,31,29,7,21,-,1041536.1,11930265.0,54,56,255,255,1424568699,3570278697,61,675,0,0,26.606596,24.921427,0.464057,0.4414,0.000747,0.000606,0.000141,0,0,0.0,0,0,8,9,2,2,1,1,1,normal,0,ext,ext
1254822,tcp,FIN,0.493756,3728,5578,31,29,7,7,ssh,58522.832,86909.33,32,26,255,255,2729066322,579802218,117,215,0,0,989.6228,28.649122,15.927612,19.72052,0.000761,0.00062,0.000141,0,0,0.0,0,0,2,1,5,3,2,1,3,normal,0,ext,ext
1507522,tcp,FIN,0.844847,7822,16102,31,29,30,32,-,73461.82,151269.98,122,126,255,255,1195602150,3346181776,64,128,0,0,454.81976,451.09293,6.979438,6.75464,0.000637,0.000513,0.000124,0,0,0.0,0,0,3,5,2,1,1,1,1,normal,0,ext,ext
1950276,tcp,FIN,1.004655,1684,10168,31,29,3,5,http,12454.026,76476.01,14,18,255,255,2761048473,616754874,120,565,1,0,8765.187,7673.9453,77.25477,59.06353,0.000737,0.000572,0.000165,0,0,1.0,0,0,2,1,1,4,1,1,2,normal,0,ext,ext
154038,tcp,FIN,1.762907,10960,421778,31,29,18,151,-,49472.832,1908447.8,188,344,255,255,2307174382,2312354895,58,1226,0,0,2935.4114,2167.3735,9.425535,5.138312,0.000586,0.000462,0.000124,0,0,0.0,0,0,17,19,6,3,2,1,3,normal,0,ext,ext
1725637,tcp,FIN,1.008034,1580,10168,31,29,3,5,http,11499.612,76219.65,12,18,255,255,3587454172,1443500264,132,565,1,3924,9530.535,7674.926,91.60773,59.264473,0.000662,0.000533,0.000129,0,0,1.0,0,0,2,1,2,4,1,1,6,normal,0,ext,ext
142286,tcp,FIN,0.225224,424,8824,31,29,1,4,-,13177.991,287322.84,8,12,255,255,1219567846,3667262485,53,735,0,0,2188.4644,1733.8152,32.12743,20.430092,0.000643,0.000487,0.000156,0,0,0.0,0,0,12,5,2,3,1,1,2,normal,0,ext,ext
25666,udp,CON,0.012417,568,320,31,29,0,0,-,274462.44,154626.72,4,4,0,0,0,0,142,80,0,0,3.805177,3.758272,2.693667,2.661,0.0,0.0,0.0,0,0,0.0,0,0,10,6,4,3,1,1,3,normal,0,ext,ext
1698497,tcp,FIN,0.020742,37322,3380,31,29,18,8,smtp,14118215.0,1272779.9,52,42,255,255,2573899037,2574879440,718,80,0,0,22.354574,0.898334,0.416429,0.49322,0.000651,0.000515,0.000136,0,0,0.0,0,0,1,1,1,3,1,1,1,normal,0,ext,ext
400851,tcp,FIN,0.011867,2542,22432,31,29,7,14,-,1671189.0,14762282.0,40,42,255,255,400939330,419897632,64,534,0,0,17.69879,16.50667,0.303711,0.274976,0.000723,0.000589,0.000134,0,0,0.0,0,0,8,14,14,8,4,4,8,normal,0,ext,ext
1904097,udp,CON,0.006947,568,304,31,29,0,0,-,490571.47,262559.38,4,4,0,0,0,0,142,76,0,0,2.80415,2.556662,1.987333,1.813333,0.0,0.0,0.0,0,0,0.0,0,0,9,17,8,3,1,1,7,normal,0,ext,ext
993187,tcp,FIN,1.011905,1684,10168,31,29,3,5,http,12364.798,75928.08,14,18,255,255,3407070308,3412326888,120,565,1,3924,8765.908,7676.453,77.812614,59.49106,0.000722,0.000552,0.00017,0,0,1.0,0,0,1,2,3,4,1,1,1,normal,0,ext,ext
1736015,tcp,FIN,0.00404,1036,2262,31,29,4,4,-,1881188.1,4106930.8,12,12,255,255,2776058889,2776397378,86,189,0,0,16.950382,0.367812,0.335727,0.307909,0.000769,0.000643,0.000126,0,0,0.0,0,0,13,7,2,4,2,1,2,normal,0,ext,ext
1418717,tcp,FIN,0.013929,2542,23278,31,29,7,14,-,1423792.1,13051332.0,40,42,255,255,2921997525,772727915,64,554,0,0,20.17627,19.616488,0.358132,0.325366,0.000707,0.00058,0.000127,0,0,0.0,0,0,7,6,2,3,1,1,1,normal,0,ext,ext
680120,udp,CON,0.005039,568,312,31,29,0,0,-,676324.7,371502.28,4,4,0,0,0,0,142,78,0,0,1.874542,1.656044,1.333,1.178,0.0,0.0,0.0,0,0,0.0,0,0,16,13,5,8,2,1,4,normal,0,ext,ext
496033,tcp,FIN,0.049187,528,8824,31,29,1,4,ftp-data,77418.83,1315632.1,10,12,255,255,1654971887,3941285371,53,735,0,0,505.0432,441.09512,5.419778,4.429182,0.000593,0.000465,0.000128,0,0,0.0,0,0,3,6,4,5,1,1,2,normal,0,ext,ext
987821,tcp,FIN,0.750857,37338,3380,31,29,18,8,smtp,390167.5,35159.824,52,42,255,255,320766320,2474351903,718,80,0,0,1110.6564,35.259243,14.71502,18.301928,0.000601,0.000471,0.00013,0,0,0.0,0,0,1,2,4,11,1,1,2,normal,0,ext,ext
831250,tcp,FIN,0.037781,2334,16632,31,29,7,12,-,480664.88,3429237.0,36,38,255,255,3341146107,1226767338,65,438,0,0,0.0,65.045555,1.070229,1.001892,0.000865,0.000708,0.000157,0,0,0.0,0,0,7,8,10,11,1,1,3,normal,0,ext,ext
510581,tcp,FIN,0.047023,3702,55844,31,29,7,26,-,619781.8,9356783.0,62,66,255,255,1277844788,3423553915,60,846,0,0,50.429935,48.575657,0.765639,0.714231,0.000717,0.000587,0.00013,0,0,0.0,0,0,6,5,1,5,1,1,1,normal,0,ext,ext
313066,udp,CON,0.052109,544,304,31,29,0,0,-,62637.934,35003.55,4,4,0,0,0,0,136,76,0,0,9.42597,18.370869,6.670667,12.999667,0.0,0.0,0.0,0,0,0.0,0,0,4,8,3,3,1,1,3,normal,0,ext,ext
941333,udp,CON,0.001816,552,304,31,29,0,0,-,1823788.6,1004405.3,4,4,0,0,0,0,138,76,0,0,0.648181,0.324561,0.463333,0.237,0.0,0.0,0.0,0,0,0.0,0,0,9,10,3,2,1,1,2,normal,0,ext,ext
1896000,tcp,FIN,0.222028,748,946,62,252,2,2,http,24285.225,29834.074,10,8,255,255,2133753161,1552555547,75,118,1,75,1197.1879,41.90773,24.669779,23.505,0.075338,0.023109,0.052229,0,1,1.0,0,0,1,1,1,1,1,1,1,DoS,1,ext,ext
1565878,tcp,FIN,1.054918,1684,10168,31,29,3,5,http,11860.637,72832.195,14,18,255,255,1171234130,3321833793,120,565,0,0,8804.892,7947.445,81.12031,65.90218,0.000603,0.000479,0.000124,0,0,0.0,0,0,2,4,1,3,1,1,4,normal,0,ext,ext
1191864,udp,CON,0.004944,568,312,31,29,0,0,-,689320.4,378640.78,4,4,0,0,0,0,142,78,0,0,1.812552,1.547858,1.288667,1.099,0.0,0.0,0.0,0,0,0.0,0,0,6,9,3,5,1,1,3,normal,0,ext,ext
830148,tcp,FIN,0.018268,1540,1644,31,29,4,4,-,632362.56,680096.3,16,18,255,255,3641722431,3646690115,96,91,0,0,71.60704,2.16399,1.195667,1.047118,0.000598,0.000463,0.000135,0,0,0.0,0,0,7,6,7,8,5,1,5,normal,0,ext,ext
827716,tcp,FIN,0.004434,424,8824,31,29,1,4,ftp-data,669373.06,14594498.0,8,12,255,255,580842784,588193766,53,735,0,0,36.213696,20.883297,0.587429,0.358364,0.000621,0.000489,0.000132,0,0,0.0,0,0,3,3,7,7,1,1,4,normal,0,ext,ext
